USERID	RG_case	CountryName	LanguageName	Gender	YearofBirth	Registration_date	First_Deposit_Date
6091409	1	Croatia	Croatian	M	1980	3/9/2008	10/22/2009
9637937	1	France.COM	French	M	1975	10/21/2009	10/21/2009
9603002	1	Hungary	Hungarian	M	1966	10/16/2009	10/20/2009
9625061	1	Germany.COM	German	M	1983	10/19/2009	10/19/2009
9616886	1	Germany.COM	German	M	1956	10/18/2009	10/18/2009
3001494	1	Poland	Polish	M	1987	6/6/2006	10/16/2009
9464003	1	Croatia	Croatian	M	1985	9/25/2009	10/14/2009
5550432	1	Hungary	Hungarian	M	1988	11/26/2007	10/14/2009
9559120	1	France.COM	French	M	1982	10/8/2009	10/8/2009
4124215	1	Greece.BAW	Greek	M	1982	12/17/2006	10/8/2009
9411611	1	Greece.BAW	Greek	M	1985	9/17/2009	10/7/2009
9384716	1	Australia	English	M	1971	9/14/2009	10/7/2009
9531463	1	Spain	Spanish	M	1957	10/4/2009	10/4/2009
9517845	1	Sweden	Swedish	M	1980	10/2/2009	10/2/2009
9285607	1	Poland	Polish	M	1991	8/30/2009	10/2/2009
9476328	1	Germany.COM	German	M	1991	9/26/2009	10/1/2009
5411459	1	Poland	Polish	M	1978	10/29/2007	10/1/2009
1362042	1	Germany.COM	German	M	1975	2/16/2005	9/30/2009
9471827	1	Austria	German	M	1979	9/26/2009	9/26/2009
4259441	1	Germany.COM	German	M	1983	1/24/2007	9/26/2009
2340708	1	Poland	Polish	M	1987	1/7/2006	9/24/2009
1269588	1	Germany.COM	German	M	1982	12/19/2004	9/24/2009
9450603	1	Poland	Polish	M	1990	9/23/2009	9/23/2009
9451520	1	Germany.COM	German	M	1988	9/23/2009	9/23/2009
9454181	1	Austria	German	M	1978	9/23/2009	9/23/2009
9446628	1	Netherlands	Dutch	M	1983	9/22/2009	9/22/2009
9442290	1	Greece.BAW	Greek	M	1979	9/22/2009	9/22/2009
9445577	1	Norway	English	M	1979	9/22/2009	9/22/2009
9444688	1	Ireland	English	M	1979	9/22/2009	9/22/2009
9445578	1	Germany.COM	German	M	1978	9/22/2009	9/22/2009
9440523	1	Greece.BAW	Greek	M	1988	9/21/2009	9/22/2009
9415459	1	Germany.COM	German	M	1979	9/18/2009	9/18/2009
9414734	1	Belgium	French	M	1979	9/18/2009	9/18/2009
9417518	1	Spain	Spanish	M	1978	9/18/2009	9/18/2009
9414096	1	Greece.BTO	Greek	M	1976	9/18/2009	9/18/2009
9407149	1	Poland	Polish	M	1973	9/17/2009	9/17/2009
2842825	1	Portugal	Portuguese	M	1979	4/29/2006	9/17/2009
9400483	1	Germany.COM	German	M	1991	9/16/2009	9/16/2009
9405319	1	United Kingdom	Polish	M	1983	9/16/2009	9/16/2009
2739568	1	Germany.COM	German	M	1988	4/2/2006	9/16/2009
9393666	1	Greece.BTO	Greek	M	1978	9/15/2009	9/15/2009
9377459	1	Germany.COM	German	M	1983	9/13/2009	9/13/2009
9366429	1	Greece.BAW	English	M	1990	9/12/2009	9/12/2009
9349574	1	United Kingdom	English	M	1989	9/9/2009	9/9/2009
9350871	1	Romania	Romanian	M	1988	9/9/2009	9/9/2009
9353702	1	Poland	Polish	M	1980	9/9/2009	9/9/2009
9344425	1	Switzerland	German	M	1986	9/8/2009	9/9/2009
7999920	1	Denmark	English	M	1974	2/17/2009	9/9/2009
9342226	1	Austria	German	M	1977	9/8/2009	9/8/2009
9332547	1	Austria	German	M	1976	9/6/2009	9/6/2009
6721658	1	Portugal	English	M	1979	6/25/2008	9/6/2009
3880140	1	Canada	English	M	1984	10/26/2006	9/3/2009
9288483	1	Bulgaria	Bulgarian	M	1974	8/30/2009	9/2/2009
9300212	1	Germany.COM	German	M	1959	9/1/2009	9/1/2009
9248197	1	France.COM	French	M	1967	8/24/2009	8/31/2009
9231906	1	Germany.COM	German	M	1964	8/22/2009	8/22/2009
9198271	1	Germany.COM	German	M	1978	8/16/2009	8/22/2009
9225017	1	Bulgaria	Bulgarian	M	1987	8/21/2009	8/21/2009
9200696	1	Italy.IT	Italian	M	1982	8/16/2009	8/21/2009
9214450	1	Germany.COM	German	M	1974	8/19/2009	8/19/2009
9209255	1	Italy.IT	Italian	M	1979	8/18/2009	8/18/2009
2497340	1	Slovenia	Slovenian	M	1983	2/15/2006	8/18/2009
1309623	1	Greece.BTO	Greek	M	1977	1/25/2005	8/18/2009
9206426	1	Germany.COM	German	M	1973	8/17/2009	8/17/2009
9200366	1	Belgium	Dutch	M	1971	8/16/2009	8/16/2009
5128030	1	Portugal	Portuguese	M	1973	9/2/2007	8/13/2009
9147789	1	Poland	Polish	M	1989	8/7/2009	8/12/2009
4971957	1	Poland	Polish	M	1953	7/31/2007	8/10/2009
9154812	1	Belgium	French	M	1986	8/8/2009	8/8/2009
9155990	1	Greece.BAW	English	M	1973	8/8/2009	8/8/2009
9143296	1	France.COM	French	M	1991	8/6/2009	8/6/2009
9140426	1	France.COM	French	M	1986	8/5/2009	8/5/2009
9140876	1	Germany.COM	German	M	1974	8/5/2009	8/5/2009
2267659	1	Hungary	Hungarian	M	1987	12/14/2005	8/5/2009
9120241	1	France.COM	French	M	1985	8/1/2009	8/1/2009
9106822	1	Italy.IT	Italian	M	1955	7/30/2009	8/1/2009
9099550	1	Poland	Polish	M	1965	7/28/2009	7/28/2009
9090597	1	Romania	English	M	1986	7/26/2009	7/27/2009
9087156	1	Romania	Romanian	M	1977	7/26/2009	7/26/2009
9077856	1	Germany.COM	German	M	1985	7/24/2009	7/24/2009
9076916	1	Germany.COM	German	M	1991	7/23/2009	7/23/2009
9051516	1	Greece.BAW	English	M	1985	7/18/2009	7/18/2009
6521874	1	Hungary	Hungarian	M	1970	6/3/2008	7/13/2009
5312173	1	United Kingdom	English	M	1979	10/9/2007	7/13/2009
9013172	1	Germany.COM	German	M	1960	7/11/2009	7/11/2009
8956370	1	Slovakia	Slovak	M	1991	6/28/2009	7/10/2009
8986951	1	Russian Federation	Russian	M	1984	7/5/2009	7/8/2009
7476569	1	Spain	Spanish	M	1976	11/27/2008	7/7/2009
8872029	1	New Zealand	English	M	1943	6/10/2009	7/6/2009
8986807	1	France.COM	French	M	1978	7/5/2009	7/5/2009
8979850	1	Portugal	Portuguese	M	1977	7/3/2009	7/3/2009
8936443	1	Germany.COM	German	M	1964	6/23/2009	7/3/2009
8977004	1	Spain	Spanish	M	1987	7/2/2009	7/2/2009
8687064	1	Sweden	Swedish	M	1984	5/11/2009	6/30/2009
8960628	1	Hungary	Hungarian	M	1984	6/29/2009	6/29/2009
8933678	1	Germany.COM	German	M	1971	6/23/2009	6/23/2009
8935727	1	Austria	German	M	1964	6/23/2009	6/23/2009
8932180	1	Spain	Spanish	M	1971	6/22/2009	6/22/2009
8175063	1	Portugal	Portuguese	M	1985	3/11/2009	6/21/2009
8922102	1	Germany.COM	German	M	1984	6/20/2009	6/20/2009
8916255	1	Romania	Romanian	M	1958	6/19/2009	6/19/2009
8911179	1	France.COM	French	M	1984	6/18/2009	6/18/2009
8903787	1	Germany.COM	German	M	1968	6/16/2009	6/17/2009
8891684	1	United Kingdom	English	M	1981	6/14/2009	6/14/2009
4856922	1	Italy.IT	Italian	M	1987	6/15/2007	6/14/2009
8869608	1	Austria	Slovenian	M	1972	6/9/2009	6/9/2009
8861859	1	Spain	Spanish	M	1976	6/8/2009	6/9/2009
8850404	1	Poland	Polish	M	1991	6/6/2009	6/6/2009
8827960	1	Portugal	Portuguese	M	1981	6/2/2009	6/2/2009
8815127	1	United Kingdom	Polish	M	1981	5/31/2009	5/31/2009
8804356	1	Greece.BAW	Greek	M	1971	5/29/2009	5/30/2009
7139108	1	Romania	Romanian	M	1990	10/7/2008	5/29/2009
8781245	1	Spain	Spanish	M	1962	5/26/2009	5/26/2009
7199337	1	Germany.COM	German	M	1989	10/18/2008	5/26/2009
8769784	1	Greece.BAW	Greek	M	1985	5/24/2009	5/24/2009
8770731	1	Austria	German	M	1984	5/24/2009	5/24/2009
8770288	1	Germany.COM	German	M	1976	5/24/2009	5/24/2009
8769919	1	Czech Republic	Czech	M	1975	5/24/2009	5/24/2009
1540796	1	Germany.COM	German	M	1966	4/19/2005	5/24/2009
8753552	1	Belgium	French	M	1980	5/21/2009	5/21/2009
8749288	1	Greece.BAW	Greek	M	1953	5/20/2009	5/21/2009
8745888	1	Greece.BAW	Greek	M	1987	5/20/2009	5/20/2009
8744503	1	Greece.BAW	Greek	M	1985	5/20/2009	5/20/2009
8747247	1	Spain	Spanish	M	1975	5/20/2009	5/20/2009
8741557	1	Germany.COM	German	M	1988	5/19/2009	5/20/2009
8733735	1	Romania	Romanian	M	1989	5/18/2009	5/20/2009
8728876	1	Germany.COM	Russian	M	1988	5/17/2009	5/19/2009
8725279	1	Cyprus	Greek	M	1970	5/17/2009	5/17/2009
8722594	1	United Kingdom	Polish	M	1973	5/16/2009	5/16/2009
8706063	1	France.COM	French	M	1974	5/14/2009	5/14/2009
8678580	1	Sweden	English	M	1988	5/10/2009	5/14/2009
8050741	1	Belgium	French	M	1981	2/24/2009	5/14/2009
8689302	1	Germany.COM	German	M	1990	5/12/2009	5/12/2009
8663789	1	Belgium	French	M	1985	5/8/2009	5/10/2009
4735150	1	Italy.IT	Italian	M	1973	5/11/2007	5/10/2009
8662139	1	Germany.COM	German	M	1962	5/8/2009	5/8/2009
8656794	1	Belgium	Dutch	M	1970	5/7/2009	5/7/2009
8650996	1	Belgium	English	M	1989	5/6/2009	5/6/2009
6545016	1	Malta	English	M	1974	6/6/2008	5/6/2009
4874828	1	Netherlands	Dutch	M	1982	6/23/2007	5/6/2009
8639424	1	Greece.BAW	Greek	M	1976	5/5/2009	5/5/2009
8549120	1	Spain	Spanish	M	1987	4/24/2009	5/4/2009
7806831	1	France.COM	French	M	1978	1/20/2009	5/4/2009
8615500	1	Belgium	French	M	1981	5/2/2009	5/2/2009
8605256	1	France.COM	French	M	1976	5/1/2009	5/1/2009
8600820	1	Austria	German	M	1977	4/30/2009	4/30/2009
8600832	1	Germany.COM	German	M	1966	4/30/2009	4/30/2009
8582643	1	Greece.BAW	Greek	M	1971	4/28/2009	4/28/2009
7192150	1	Germany.COM	German	M	1954	10/16/2008	4/28/2009
8577660	1	Greece.BAW	Greek	M	1984	4/27/2009	4/27/2009
5215521	1	Switzerland	German	M	1974	9/20/2007	4/26/2009
8555135	1	Germany.COM	German	M	1976	4/24/2009	4/24/2009
8534251	1	Cyprus	Greek	M	1986	4/22/2009	4/22/2009
8536533	1	Finland	English	M	1985	4/22/2009	4/22/2009
8536222	1	Germany.COM	German	M	1983	4/22/2009	4/22/2009
8525546	1	Sweden	Swedish	M	1975	4/21/2009	4/21/2009
6101255	1	France.COM	French	M	1972	3/11/2008	4/20/2009
6814570	1	Germany.COM	German	M	1987	7/23/2008	4/19/2009
8498146	1	France.COM	French	M	1978	4/18/2009	4/18/2009
8499668	1	France.COM	French	M	1966	4/18/2009	4/18/2009
2143609	1	Poland	Polish	M	1962	11/15/2005	4/16/2009
6412008	1	France.COM	French	M	1962	5/10/2008	4/14/2009
8432380	1	Germany.COM	German	M	1969	4/10/2009	4/12/2009
8381254	1	Romania	Romanian	M	1977	4/4/2009	4/10/2009
8400458	1	Croatia	German	M	1971	4/6/2009	4/9/2009
8413551	1	Germany.COM	German	M	1988	4/8/2009	4/8/2009
3928266	1	France.COM	French	M	1986	11/4/2006	4/7/2009
8326348	1	Italy.IT	Italian	M	1986	3/28/2009	4/6/2009
8381655	1	Germany.COM	German	M	1985	4/4/2009	4/4/2009
8378566	1	Germany.COM	German	M	1989	4/3/2009	4/3/2009
908460	1	Germany.COM	German	M	1985	1/31/2004	4/3/2009
8347914	1	Germany.COM	German	M	1989	3/30/2009	3/31/2009
2652627	1	Romania	Romanian	M	1979	3/17/2006	3/29/2009
8276165	1	Finland	English	M	1981	3/22/2009	3/28/2009
8096868	1	Germany.COM	German	M	1967	3/2/2009	3/24/2009
8281635	1	France.COM	French	M	1982	3/22/2009	3/22/2009
8258467	1	Germany.COM	German	M	1988	3/20/2009	3/20/2009
8263131	1	United Kingdom	English	M	1982	3/20/2009	3/20/2009
8234572	1	Poland	Polish	M	1989	3/17/2009	3/20/2009
7894479	1	France.COM	French	M	1990	2/1/2009	3/20/2009
8249337	1	Italy.IT	Italian	M	1979	3/19/2009	3/19/2009
8235410	1	Spain	Spanish	M	1985	3/17/2009	3/17/2009
8224971	1	Germany.COM	German	M	1990	3/16/2009	3/16/2009
8203281	1	United Kingdom	English	M	1972	3/14/2009	3/16/2009
4263629	1	Hungary	Hungarian	M	1989	1/26/2007	3/16/2009
8211085	1	Spain	Spanish	M	1975	3/14/2009	3/14/2009
1430272	1	Spain	Spanish	M	1970	3/9/2005	3/14/2009
669759	1	Switzerland	German	M	1981	4/12/2003	3/14/2009
8182233	1	Switzerland	German	M	1984	3/12/2009	3/12/2009
8165234	1	Czech Republic	Czech	M	1982	3/10/2009	3/10/2009
8148005	1	Switzerland	German	M	1986	3/8/2009	3/10/2009
6528968	1	France.COM	French	M	1985	6/4/2008	3/10/2009
1969410	1	Czech Republic	Czech	M	1987	10/2/2005	3/10/2009
8156850	1	Italy.IT	Italian	M	1978	3/9/2009	3/9/2009
8145391	1	Italy.IT	Italian	M	1979	3/8/2009	3/9/2009
8151566	1	Greece.BAW	Greek	M	1979	3/8/2009	3/8/2009
8150245	1	Germany.COM	German	M	1958	3/8/2009	3/8/2009
8139534	1	France.COM	French	M	1984	3/7/2009	3/7/2009
8139470	1	France.COM	French	M	1977	3/7/2009	3/7/2009
8130721	1	Hungary	English	M	1984	3/6/2009	3/6/2009
8132486	1	Netherlands	Dutch	M	1981	3/6/2009	3/6/2009
8046688	1	France.COM	French	M	1984	2/24/2009	3/6/2009
8120498	1	Greece.BAW	Greek	M	1970	3/5/2009	3/5/2009
7084127	1	Romania	Romanian	M	1979	9/28/2008	3/5/2009
5696556	1	Netherlands	Dutch	M	1981	12/24/2007	3/5/2009
8104398	1	France.COM	French	M	1972	3/3/2009	3/3/2009
8069918	1	Poland	Polish	M	1982	2/27/2009	3/3/2009
7105758	1	Poland	Polish	M	1979	10/1/2008	3/1/2009
8083856	1	Luxembourg	German	M	1957	2/28/2009	2/28/2009
8012174	1	Germany.COM	Greek	M	1956	2/19/2009	2/28/2009
8073792	1	Belgium	French	M	1991	2/27/2009	2/27/2009
8064491	1	Germany.COM	German	M	1962	2/26/2009	2/26/2009
8053150	1	Poland	Polish	M	1989	2/25/2009	2/25/2009
8056321	1	Sweden	Swedish	M	1974	2/25/2009	2/25/2009
8037545	1	Romania	Romanian	M	1973	2/23/2009	2/25/2009
7857150	1	Spain	Spanish	M	1991	1/27/2009	2/24/2009
6804795	1	Spain	Spanish	M	1986	7/19/2008	2/22/2009
8025018	1	Spain	Spanish	M	1982	2/21/2009	2/21/2009
8022974	1	Greece.BAW	Greek	M	1982	2/21/2009	2/21/2009
3982244	1	Italy.IT	Italian	M	1980	11/15/2006	2/21/2009
8015920	1	Canada	English	M	1985	2/20/2009	2/20/2009
8002364	1	Germany.COM	German	M	1989	2/18/2009	2/18/2009
8000341	1	Germany.COM	German	M	1990	2/17/2009	2/17/2009
8002134	1	Germany.COM	German	M	1986	2/17/2009	2/17/2009
7984895	1	Greece.BAW	Greek	M	1975	2/15/2009	2/15/2009
7978198	1	Germany.COM	German	M	1984	2/14/2009	2/14/2009
7976490	1	Germany.COM	German	M	1951	2/14/2009	2/14/2009
7967147	1	France.COM	French	M	1954	2/12/2009	2/12/2009
7957911	1	Germany.COM	German	M	1980	2/10/2009	2/11/2009
3967404	1	Germany.COM	German	M	1987	11/12/2006	2/11/2009
7953847	1	Romania	Romanian	M	1982	2/10/2009	2/10/2009
7950431	1	Germany.COM	German	M	1981	2/9/2009	2/9/2009
7951137	1	Italy.IT	Italian	M	1957	2/9/2009	2/9/2009
7939276	1	Germany.COM	German	M	1980	2/8/2009	2/9/2009
7939242	1	Germany.COM	German	M	1984	2/8/2009	2/8/2009
7940016	1	Latvia	Russian	M	1965	2/8/2009	2/8/2009
7926998	1	Germany.COM	German	M	1958	2/6/2009	2/7/2009
7915512	1	Spain	Spanish	M	1985	2/4/2009	2/5/2009
7912483	1	Italy.IT	Italian	M	1973	2/4/2009	2/5/2009
7104968	1	Romania	Romanian	M	1983	10/1/2008	2/4/2009
7802822	1	France.COM	French	M	1986	1/19/2009	2/1/2009
7875912	1	Portugal	Portuguese	M	1984	1/30/2009	1/31/2009
7873575	1	France.COM	French	M	1988	1/30/2009	1/30/2009
7875229	1	Germany.COM	German	M	1984	1/30/2009	1/30/2009
7869102	1	France.COM	French	M	1972	1/29/2009	1/30/2009
7868666	1	Germany.COM	German	M	1980	1/29/2009	1/29/2009
7862495	1	Switzerland	German	M	1979	1/28/2009	1/28/2009
7823494	1	Austria	German	M	1978	1/23/2009	1/28/2009
7798419	1	France.COM	French	M	1978	1/19/2009	1/28/2009
4438598	1	Belgium	Dutch	M	1970	3/3/2007	1/28/2009
7848271	1	United Kingdom	English	M	1984	1/26/2009	1/27/2009
6779845	1	Hungary	Hungarian	M	1987	7/9/2008	1/27/2009
7831028	1	Spain	Spanish	M	1981	1/24/2009	1/24/2009
7829655	1	United Kingdom	English	M	1976	1/24/2009	1/24/2009
7446941	1	Italy.IT	Italian	M	1974	11/22/2008	1/23/2009
4606378	1	Greece.BTO	Greek	M	1984	4/9/2007	1/23/2009
7820328	1	Austria	German	M	1986	1/22/2009	1/22/2009
7817217	1	Germany.COM	German	M	1957	1/22/2009	1/22/2009
7741240	1	France.COM	French	M	1989	1/10/2009	1/22/2009
7802954	1	Poland	Polish	M	1990	1/19/2009	1/21/2009
7670914	1	Italy.IT	Italian	M	1974	12/29/2008	1/21/2009
5405914	1	Belgium	Dutch	M	1978	10/28/2007	1/21/2009
7796899	1	Germany.COM	German	M	1980	1/19/2009	1/19/2009
7792953	1	Germany.COM	German	M	1986	1/18/2009	1/18/2009
7782629	1	France.COM	French	M	1988	1/17/2009	1/17/2009
3577635	1	France.COM	French	M	1968	8/19/2006	1/17/2009
7779301	1	Spain	Spanish	M	1987	1/16/2009	1/16/2009
7772353	1	Spain	Spanish	M	1977	1/15/2009	1/15/2009
7752021	1	Germany.COM	German	M	1982	1/12/2009	1/14/2009
7563763	1	Belgium	French	M	1984	12/10/2008	1/14/2009
3176106	1	Germany.COM	German	M	1965	6/16/2006	1/14/2009
7737396	1	Germany.COM	German	M	1991	1/10/2009	1/10/2009
5438659	1	Portugal	Portuguese	M	1989	11/3/2007	1/10/2009
7728951	1	Italy.IT	Italian	M	1968	1/8/2009	1/9/2009
7729448	1	Spain	Italian	M	1979	1/8/2009	1/8/2009
7710580	1	Austria	German	M	1977	1/5/2009	1/5/2009
7700493	1	Canada	French	M	1988	1/4/2009	1/4/2009
7700119	1	Germany.COM	German	M	1985	1/4/2009	1/4/2009
7702403	1	Spain	Spanish	M	1981	1/4/2009	1/4/2009
7701111	1	Greece.BAW	Greek	M	1976	1/4/2009	1/4/2009
4381619	1	Croatia	Croatian	M	1979	2/19/2007	12/30/2008
7666587	1	Spain	Spanish	M	1958	12/28/2008	12/28/2008
7657199	1	Netherlands	Dutch	M	1987	12/27/2008	12/27/2008
5630001	1	Romania	English	M	1985	12/10/2007	12/23/2008
7636650	1	France.COM	French	M	1979	12/22/2008	12/22/2008
7635171	1	Germany.COM	German	M	1918	12/22/2008	12/22/2008
7611469	1	Spain	Spanish	M	1989	12/18/2008	12/18/2008
7610555	1	Finland	English	M	1980	12/18/2008	12/18/2008
7612328	1	Germany.COM	German	M	1975	12/18/2008	12/18/2008
1806096	1	Austria	German	M	1980	8/21/2005	12/18/2008
7609074	1	France.COM	French	M	1988	12/17/2008	12/17/2008
7466884	1	Canada	English	M	1967	11/25/2008	12/16/2008
3359885	1	Poland	Polish	M	1981	7/1/2006	12/16/2008
7598795	1	Germany.COM	German	M	1990	12/15/2008	12/15/2008
7447994	1	Germany.COM	German	M	1975	11/22/2008	12/15/2008
7574499	1	Germany.COM	German	M	1983	12/12/2008	12/13/2008
7575369	1	Germany.COM	German	M	1980	12/12/2008	12/12/2008
7570099	1	Hungary	Hungarian	M	1972	12/12/2008	12/12/2008
4241294	1	France.COM	French	M	1979	1/20/2007	12/11/2008
1601073	1	Poland	Polish	M	1984	5/9/2005	12/11/2008
7561004	1	Germany.COM	German	M	1981	12/10/2008	12/10/2008
7559222	1	France.COM	French	M	1974	12/10/2008	12/10/2008
7545239	1	Czech Republic	Czech	M	1973	12/8/2008	12/10/2008
7459013	1	Germany.COM	German	M	1986	11/24/2008	12/10/2008
7515133	1	Italy.IT	Italian	M	1984	12/3/2008	12/9/2008
7418711	1	Greece.BAW	Greek	M	1980	11/17/2008	12/9/2008
6781537	1	Poland	Polish	M	1974	7/10/2008	12/9/2008
7505656	1	Germany.COM	German	M	1986	12/1/2008	12/8/2008
7528655	1	Belgium	French	M	1979	12/5/2008	12/6/2008
7509039	1	Germany.COM	German	M	1984	12/2/2008	12/5/2008
4807417	1	Austria	German	M	1987	5/29/2007	12/4/2008
7513684	1	United Kingdom	English	M	1964	12/3/2008	12/3/2008
7505796	1	Switzerland	Turkish	M	1967	12/1/2008	12/2/2008
6899641	1	Germany.COM	German	M	1982	8/20/2008	12/2/2008
5105551	1	France.COM	French	M	1987	8/30/2007	12/2/2008
3804929	1	Romania	Romanian	M	1987	10/10/2006	12/1/2008
7498966	1	Finland	English	M	1985	11/30/2008	11/30/2008
7339267	1	Greece.BTO	Greek	M	1977	11/5/2008	11/30/2008
7472343	1	Croatia	Croatian	M	1975	11/26/2008	11/27/2008
4412962	1	Poland	Polish	M	1981	2/25/2007	11/25/2008
7456924	1	Italy.IT	Italian	M	1972	11/24/2008	11/24/2008
5313810	1	Spain	Spanish	M	1988	10/9/2007	11/23/2008
4645875	1	Poland	Polish	M	1982	4/20/2007	11/21/2008
2121263	1	Netherlands	Dutch	M	1972	11/9/2005	11/21/2008
7431218	1	Spain	Spanish	M	1985	11/19/2008	11/19/2008
6271391	1	Spain	Spanish	M	1971	4/11/2008	11/19/2008
7421159	1	Germany.COM	German	M	1968	11/18/2008	11/18/2008
7394752	1	Germany.COM	German	M	1983	11/14/2008	11/18/2008
7332704	1	Spain	German	M	1981	11/5/2008	11/18/2008
7414920	1	Sweden	Swedish	M	1988	11/16/2008	11/16/2008
7411413	1	France.COM	French	M	1980	11/16/2008	11/16/2008
7411986	1	Belgium	Turkish	M	1978	11/16/2008	11/16/2008
7403363	1	Germany.COM	German	M	1980	11/15/2008	11/15/2008
4580838	1	Germany.COM	German	M	1985	4/3/2007	11/15/2008
3904166	1	France.COM	French	M	1987	10/31/2006	11/15/2008
7395910	1	Czech Republic	Czech	M	1988	11/14/2008	11/14/2008
7390814	1	Germany.COM	German	M	1981	11/13/2008	11/13/2008
7379457	1	Spain	Spanish	M	1979	11/11/2008	11/12/2008
7061385	1	France.COM	French	M	1981	9/24/2008	11/12/2008
7361310	1	France.COM	French	M	1987	11/8/2008	11/8/2008
7355155	1	Germany.COM	German	M	1972	11/8/2008	11/8/2008
5894326	1	Switzerland	Italian	M	1964	2/4/2008	11/8/2008
7349808	1	France.COM	French	M	1989	11/7/2008	11/7/2008
7339107	1	Spain	Romanian	M	1980	11/5/2008	11/7/2008
7335300	1	Germany.COM	German	M	1988	11/5/2008	11/5/2008
7332618	1	Denmark	English	M	1970	11/5/2008	11/5/2008
7196221	1	France.COM	French	M	1971	10/17/2008	11/4/2008
3559230	1	FYR Macedonia	English	M	1975	8/14/2006	11/4/2008
4252031	1	Netherlands	Turkish	M	1986	1/22/2007	11/3/2008
7313441	1	France.COM	French	M	1988	11/2/2008	11/2/2008
5854655	1	Switzerland	Turkish	M	1976	1/27/2008	11/2/2008
7282685	1	Germany.COM	German	M	1985	10/29/2008	10/31/2008
7289279	1	Germany.COM	German	M	1968	10/30/2008	10/30/2008
7282163	1	Slovakia	Slovak	M	1986	10/29/2008	10/30/2008
7257578	1	Germany.COM	Turkish	M	1979	10/26/2008	10/30/2008
7260144	1	Germany.COM	German	M	1956	10/26/2008	10/29/2008
4903969	1	Hungary	Hungarian	M	1987	7/5/2007	10/29/2008
7270272	1	United Kingdom	Slovak	M	1983	10/28/2008	10/28/2008
7272696	1	United Kingdom	Italian	M	1979	10/28/2008	10/28/2008
7106100	1	Hungary	Hungarian	M	1987	10/1/2008	10/28/2008
6892242	1	Belgium	Dutch	M	1979	8/17/2008	10/28/2008
7264701	1	Switzerland	German	M	1990	10/27/2008	10/27/2008
7260125	1	France.COM	French	M	1981	10/26/2008	10/26/2008
7253727	1	United Kingdom	English	M	1973	10/26/2008	10/26/2008
7241670	1	Spain	Spanish	M	1985	10/24/2008	10/24/2008
7235291	1	France.COM	French	M	1988	10/23/2008	10/23/2008
6834446	1	Spain	Spanish	M	1980	7/30/2008	10/23/2008
7224419	1	Norway	English	M	1984	10/21/2008	10/22/2008
7223699	1	Germany.COM	German	M	1977	10/21/2008	10/21/2008
7090155	1	Netherlands	Dutch	M	1987	9/29/2008	10/20/2008
7207688	1	Italy.IT	Italian	M	1960	10/19/2008	10/19/2008
7204225	1	United Kingdom	English	M	1989	10/18/2008	10/18/2008
7167104	1	Germany.COM	Turkish	M	1974	10/12/2008	10/18/2008
7193066	1	Romania	Romanian	M	1978	10/17/2008	10/17/2008
7190095	1	Netherlands	Croatian	M	1979	10/16/2008	10/16/2008
7087750	1	France.COM	French	M	1989	9/28/2008	10/16/2008
7181265	1	Austria	German	M	1989	10/15/2008	10/15/2008
7178510	1	France.COM	French	M	1978	10/14/2008	10/14/2008
7171562	1	Poland	Polish	M	1985	10/13/2008	10/13/2008
7165714	1	Austria	German	M	1990	10/12/2008	10/12/2008
7168329	1	United Kingdom	English	M	1985	10/12/2008	10/12/2008
6947883	1	France.COM	French	M	1985	8/31/2008	10/11/2008
2067768	1	Switzerland	French	M	1960	10/27/2005	10/11/2008
7153205	1	Hungary	Spanish	M	1981	10/9/2008	10/9/2008
7038212	1	Germany.COM	German	M	1975	9/19/2008	10/9/2008
7139334	1	Germany.COM	German	M	1988	10/7/2008	10/8/2008
7114388	1	Czech Republic	Slovak	M	1971	10/3/2008	10/8/2008
7133370	1	Finland	English	M	1987	10/6/2008	10/6/2008
7113989	1	Austria	German	M	1988	10/3/2008	10/3/2008
5599403	1	Greece.BTO	Greek	M	1975	12/5/2007	10/3/2008
7111851	1	Austria	German	M	1989	10/2/2008	10/2/2008
7092024	1	Germany.COM	German	M	1960	9/29/2008	9/29/2008
7084014	1	Norway	Polish	M	1976	9/28/2008	9/28/2008
7081909	1	Russian Federation	Russian	M	1979	9/27/2008	9/28/2008
7079265	1	Germany.COM	German	M	1990	9/27/2008	9/27/2008
7076627	1	Italy.IT	Italian	M	1989	9/26/2008	9/27/2008
7074951	1	Germany.COM	German	M	1983	9/26/2008	9/26/2008
7066755	1	Switzerland	German	M	1987	9/25/2008	9/26/2008
6979052	1	Romania	Romanian	M	1989	9/7/2008	9/25/2008
7062960	1	Germany.COM	German	M	1971	9/24/2008	9/24/2008
7057540	1	Denmark	English	M	1989	9/23/2008	9/23/2008
4115065	1	Greece.BTO	Greek	M	1983	12/15/2006	9/23/2008
7038917	1	France.COM	French	M	1985	9/20/2008	9/22/2008
6865325	1	Germany.COM	German	M	1983	8/10/2008	9/22/2008
7050418	1	Canada	English	M	1989	9/21/2008	9/21/2008
7044145	1	Poland	Polish	M	1984	9/20/2008	9/21/2008
7037523	1	Germany.COM	German	M	1987	9/19/2008	9/19/2008
7034773	1	Ireland	English	M	1976	9/19/2008	9/19/2008
2239045	1	France.COM	French	M	1958	12/7/2005	9/17/2008
7019325	1	Germany.COM	German	M	1978	9/16/2008	9/16/2008
7015624	1	Germany.COM	German	M	1982	9/15/2008	9/15/2008
